timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg,torque_shoulder,torque_elbow,limit_shoulder,limit_elbow,torque_base,limit_base
8013,30.0,-4.251,17.0,29.996,-4.203,16.563,0.4399,-7.98,52.05,-77.96,11.62,5.82,54.0,8.1,0.12,2.02
8014,30.0,-4.243,17.0,29.995,-4.214,16.496,0.5052,-8.0,51.97,-78.02,11.62,5.82,54.0,8.1,0.12,2.02
8015,30.0,-4.234,17.0,29.993,-4.191,16.537,0.4647,-7.95,52.03,-78.0,11.62,5.82,54.0,8.1,0.12,2.02
8016,30.0,-4.225,17.0,30.002,-4.262,16.542,0.4598,-8.09,51.99,-77.92,11.62,5.82,54.0,8.1,0.12,2.02
8017,30.0,-4.216,17.0,29.999,-4.227,16.577,0.4235,-8.02,52.05,-77.92,11.62,5.82,54.0,8.1,0.12,2.02
8018,30.0,-4.207,17.0,30.011,-4.193,16.505,0.4956,-7.95,51.94,-77.96,11.62,5.81,54.0,8.1,0.12,2.02
8019,30.0,-4.198,17.0,30.011,-4.193,16.523,0.4769,-7.95,51.97,-77.94,11.62,5.81,54.0,8.1,0.12,2.02
8020,30.0,-4.189,17.0,29.995,-4.226,16.533,0.4687,-8.02,52.01,-77.98,11.62,5.81,54.0,8.1,0.12,2.02
8021,30.0,-4.18,17.0,30.018,-4.147,16.523,0.4782,-7.87,51.97,-77.94,11.62,5.81,54.0,8.1,0.12,2.02
8022,30.0,-4.171,17.0,30.005,-4.181,16.473,0.5276,-7.93,51.92,-78.02,11.62,5.81,54.0,8.1,0.12,2.02
8023,30.0,-4.162,17.0,30.017,-4.124,16.498,0.5038,-7.82,51.94,-77.98,11.62,5.81,54.0,8.1,0.12,2.02
8024,30.0,-4.153,17.0,29.988,-4.131,16.51,0.4907,-7.84,52.03,-78.09,11.62,5.81,54.0,8.1,0.12,2.02
8025,30.0,-4.144,17.0,30.0,-4.157,16.507,0.4927,-7.89,51.99,-78.02,11.62,5.81,54.0,8.1,0.12,2.02
8026,30.0,-4.135,17.0,29.987,-4.155,16.566,0.4352,-7.89,52.1,-78.02,11.62,5.81,54.0,8.1,0.12,2.02
8027,30.0,-4.125,17.0,29.99,-4.179,16.494,0.5092,-7.93,51.99,-78.07,11.62,5.81,54.0,8.1,0.12,2.02
8028,30.0,-4.116,17.0,29.994,-4.167,16.549,0.4538,-7.91,52.05,-78.0,11.62,5.81,54.0,8.1,0.12,2.02
8029,30.0,-4.106,17.0,30.005,-4.11,16.538,0.4624,-7.8,52.03,-78.0,11.62,5.81,54.0,8.1,0.12,2.02
8030,30.0,-4.097,17.0,30.006,-4.11,16.489,0.5112,-7.8,51.97,-78.05,11.62,5.81,54.0,8.1,0.12,2.02
8031,30.0,-4.087,17.0,30.016,-4.065,16.496,0.5048,-7.71,51.97,-78.02,11.62,5.81,54.0,8.1,0.12,2.02
8032,30.0,-4.078,17.0,29.999,-4.086,16.554,0.4461,-7.76,52.08,-78.02,11.62,5.81,54.0,8.1,0.12,2.02
8033,30.0,-4.068,17.0,30.009,-4.134,16.484,0.52,-7.84,51.94,-78.02,11.62,5.81,54.0,8.1,0.12,2.02
8034,30.0,-4.059,17.0,30.005,-4.075,16.494,0.5065,-7.73,51.99,-78.07,11.62,5.81,54.0,8.1,0.12,2.02
8035,30.0,-4.049,17.0,30.012,-4.1,16.533,0.4699,-7.78,52.01,-77.98,11.61,5.81,54.0,8.1,0.12,2.02
8036,30.0,-4.039,17.0,30.0,-4.028,16.54,0.4599,-7.65,52.08,-78.07,11.61,5.81,54.0,8.1,0.12,2.02
8037,30.0,-4.029,17.0,30.015,-4.03,16.519,0.481,-7.65,52.01,-78.02,11.61,5.81,54.0,8.1,0.12,2.02
8038,30.0,-4.019,17.0,29.991,-4.073,16.552,0.4514,-7.73,52.1,-78.07,11.61,5.81,54.0,8.1,0.12,2.02
8039,30.0,-4.009,17.0,29.999,-4.016,16.552,0.4481,-7.62,52.1,-78.07,11.61,5.81,54.0,8.1,0.12,2.02
8040,30.0,-3.999,17.0,30.003,-4.016,16.492,0.5086,-7.62,52.01,-78.11,11.61,5.81,54.0,8.1,0.12,2.02
8041,30.0,-3.989,17.0,30.01,-4.006,16.554,0.4463,-7.6,52.08,-78.02,11.61,5.81,54.0,8.1,0.12,2.02
8042,30.0,-3.979,17.0,29.991,-3.956,16.555,0.4462,-7.51,52.14,-78.13,11.61,5.81,54.0,8.1,0.12,2.02
8043,30.0,-3.969,17.0,29.981,-4.002,16.511,0.4908,-7.6,52.1,-78.2,11.61,5.81,54.0,8.1,0.12,2.02
8044,30.0,-3.959,17.0,29.99,-3.98,16.524,0.4761,-7.56,52.1,-78.16,11.61,5.81,54.0,8.1,0.12,2.02
8045,30.0,-3.949,17.0,29.999,-4.016,16.552,0.453,-7.62,52.1,-78.07,11.61,5.81,54.0,8.1,0.12,2.02
8046,30.0,-3.938,17.0,29.983,-3.908,16.509,0.4927,-7.43,52.12,-78.24,11.61,5.81,54.0,8.1,0.12,2.02
8047,30.0,-3.928,17.0,30.01,-3.935,16.571,0.4296,-7.47,52.12,-78.05,11.61,5.81,54.0,8.1,0.12,2.02
8048,30.0,-3.918,17.0,29.993,-3.921,16.548,0.4524,-7.45,52.14,-78.16,11.61,5.81,54.0,8.1,0.12,2.02
8049,30.0,-3.907,17.0,30.01,-3.9,16.508,0.4919,-7.4,52.05,-78.13,11.61,5.81,54.0,8.1,0.12,2.02
8050,30.0,-3.897,17.0,30.015,-3.854,16.49,0.5123,-7.32,52.03,-78.16,11.61,5.81,54.0,8.1,0.12,2.02
8051,30.0,-3.886,17.0,30.0,-3.911,16.543,0.4576,-7.43,52.12,-78.13,11.61,5.81,54.0,8.1,0.12,2.02
8052,30.0,-3.876,17.0,30.009,-3.877,16.568,0.4316,-7.36,52.14,-78.09,11.61,5.81,54.0,8.1,0.12,2.02
8053,30.0,-3.865,17.0,30.005,-3.888,16.599,0.4021,-7.38,52.19,-78.07,11.61,5.81,54.0,8.1,0.12,2.02
8054,30.0,-3.854,17.0,29.986,-3.885,16.576,0.4256,-7.38,52.21,-78.18,11.61,5.81,54.0,8.1,0.12,2.02
8055,30.0,-3.844,17.0,29.992,-3.804,16.55,0.4514,-7.23,52.19,-78.22,11.6,5.81,54.0,8.1,0.12,2.02
8056,30.0,-3.833,17.0,30.01,-3.771,16.492,0.5114,-7.16,52.08,-78.22,11.6,5.81,54.0,8.1,0.12,2.02
8057,30.0,-3.822,17.0,30.006,-3.841,16.555,0.4457,-7.29,52.14,-78.13,11.6,5.81,54.0,8.1,0.12,2.02
8058,30.0,-3.811,17.0,30.019,-3.819,16.575,0.425,-7.25,52.14,-78.07,11.6,5.81,54.0,8.1,0.12,2.02
8059,30.0,-3.8,17.0,29.996,-3.77,16.617,0.3837,-7.16,52.27,-78.16,11.6,5.81,54.0,8.1,0.12,2.02
8060,30.0,-3.789,17.0,30.019,-3.749,16.573,0.429,-7.12,52.16,-78.11,11.6,5.81,54.0,8.1,0.12,2.02
8061,30.0,-3.778,17.0,29.984,-3.838,16.525,0.479,-7.29,52.16,-78.27,11.6,5.81,54.0,8.1,0.12,2.02
8062,30.0,-3.767,17.0,30.014,-3.725,16.523,0.4794,-7.08,52.12,-78.2,11.6,5.81,54.0,8.1,0.12,2.02
8063,30.0,-3.756,17.0,30.001,-3.759,16.539,0.4611,-7.14,52.16,-78.22,11.6,5.81,54.0,8.1,0.12,2.02
8064,30.0,-3.745,17.0,29.991,-3.781,16.525,0.4763,-7.19,52.16,-78.27,11.6,5.81,54.0,8.1,0.12,2.02
8065,30.0,-3.734,17.0,30.007,-3.736,16.546,0.4542,-7.1,52.16,-78.2,11.6,5.81,54.0,8.1,0.12,2.02
8066,30.0,-3.722,17.0,29.986,-3.698,16.546,0.4547,-7.03,52.23,-78.31,11.6,5.81,54.0,8.1,0.12,2.02
8067,30.0,-3.711,17.0,29.998,-3.712,16.574,0.4262,-7.05,52.23,-78.22,11.6,5.81,54.0,8.1,0.12,2.02
8068,30.0,-3.7,17.0,29.998,-3.677,16.548,0.4522,-6.99,52.21,-78.27,11.6,5.81,54.0,8.1,0.12,2.02
8069,30.0,-3.688,17.0,29.999,-3.735,16.495,0.507,-7.1,52.12,-78.29,11.6,5.81,54.0,8.1,0.12,2.02
8070,30.0,-3.677,17.0,29.984,-3.663,16.532,0.468,-6.97,52.23,-78.35,11.6,5.81,54.0,8.1,0.12,2.02
8071,30.0,-3.665,17.0,29.995,-3.665,16.505,0.4954,-6.97,52.16,-78.33,11.6,5.81,54.0,8.1,0.12,2.02
8072,30.0,-3.654,17.0,29.997,-3.653,16.505,0.4954,-6.94,52.16,-78.33,11.6,5.81,54.0,8.1,0.12,2.02
8073,30.0,-3.642,17.0,29.994,-3.676,16.523,0.4781,-6.99,52.19,-78.31,11.6,5.81,54.0,8.1,0.12,2.02
8074,30.0,-3.63,17.0,29.982,-3.675,16.533,0.4699,-6.99,52.23,-78.35,11.59,5.81,54.0,8.1,0.12,2.02
8075,30.0,-3.619,17.0,30.001,-3.607,16.553,0.4469,-6.86,52.23,-78.29,11.59,5.81,54.0,8.1,0.12,2.02
8076,30.0,-3.607,17.0,30.015,-3.597,16.477,0.5235,-6.83,52.1,-78.31,11.59,5.81,54.0,8.1,0.12,2.02
8077,30.0,-3.595,17.0,30.014,-3.503,16.572,0.4381,-6.66,52.25,-78.27,11.59,5.81,54.0,8.1,0.12,2.02
8078,30.0,-3.583,17.0,30.008,-3.608,16.5,0.5006,-6.86,52.14,-78.31,11.59,5.81,54.0,8.1,0.12,2.02
8079,30.0,-3.571,17.0,30.019,-3.574,16.514,0.4865,-6.79,52.14,-78.27,11.59,5.81,54.0,8.1,0.12,2.02
8080,30.0,-3.559,17.0,30.013,-3.538,16.493,0.5074,-6.72,52.14,-78.33,11.59,5.81,54.0,8.1,0.12,2.02
8081,30.0,-3.547,17.0,30.002,-3.525,16.484,0.5163,-6.7,52.16,-78.4,11.59,5.81,54.0,8.1,0.12,2.02
8082,30.0,-3.535,17.0,30.007,-3.561,16.486,0.5143,-6.77,52.14,-78.35,11.59,5.8,54.0,8.1,0.12,2.02
8083,30.0,-3.523,17.0,30.012,-3.48,16.528,0.4741,-6.61,52.21,-78.33,11.59,5.8,54.0,8.1,0.12,2.02
8084,30.0,-3.511,17.0,29.989,-3.524,16.561,0.4397,-6.7,52.29,-78.38,11.59,5.8,54.0,8.1,0.12,2.02
8085,30.0,-3.499,17.0,30.004,-3.456,16.574,0.4278,-6.57,52.29,-78.33,11.59,5.8,54.0,8.1,0.12,2.02
8086,30.0,-3.487,17.0,29.996,-3.501,16.586,0.4143,-6.66,52.32,-78.33,11.59,5.8,54.0,8.1,0.12,2.02
8087,30.0,-3.475,17.0,30.024,-3.446,16.579,0.4228,-6.55,52.25,-78.24,11.59,5.8,54.0,8.1,0.12,2.02
8088,30.0,-3.463,17.0,29.988,-3.477,16.547,0.4535,-6.61,52.29,-78.42,11.59,5.8,54.0,8.1,0.12,2.02
8089,30.0,-3.451,17.0,29.982,-3.488,16.607,0.3951,-6.64,52.38,-78.38,11.59,5.8,54.0,8.1,0.12,2.02
8090,30.0,-3.439,17.0,30.006,-3.444,16.526,0.4741,-6.55,52.23,-78.38,11.59,5.8,54.0,8.1,0.12,2.02
8091,30.0,-3.427,17.0,30.016,-3.352,16.508,0.4984,-6.37,52.21,-78.4,11.59,5.8,54.0,8.1,0.12,2.02
8092,30.0,-3.415,17.0,29.997,-3.431,16.572,0.428,-6.53,52.32,-78.38,11.59,5.8,54.0,8.1,0.12,2.02
8093,30.0,-3.403,17.0,29.992,-3.419,16.559,0.4418,-6.5,52.32,-78.42,11.58,5.8,54.0,8.1,0.12,2.02
8094,30.0,-3.391,17.0,29.998,-3.432,16.591,0.4112,-6.53,52.34,-78.35,11.58,5.8,54.0,8.1,0.12,2.02
8095,30.0,-3.379,17.0,30.021,-3.353,16.551,0.4499,-6.37,52.25,-78.33,11.58,5.8,54.0,8.1,0.12,2.02
8096,30.0,-3.367,17.0,29.992,-3.419,16.559,0.4445,-6.5,52.32,-78.42,11.58,5.8,54.0,8.1,0.12,2.02
8097,30.0,-3.355,17.0,29.986,-3.349,16.531,0.4692,-6.37,52.32,-78.51,11.58,5.8,54.0,8.1,0.12,2.02
8098,30.0,-3.343,17.0,29.981,-3.371,16.457,0.5438,-6.42,52.23,-78.6,11.58,5.8,54.0,8.1,0.12,2.02
8099,30.0,-3.331,17.0,29.983,-3.36,16.476,0.5253,-6.39,52.25,-78.57,11.58,5.8,54.0,8.1,0.12,2.02
8100,30.0,-3.319,17.0,29.992,-3.338,16.575,0.4255,-6.35,52.36,-78.44,11.58,5.8,54.0,8.1,0.12,2.02
8101,30.0,-3.307,17.0,29.983,-3.313,16.517,0.4829,-6.31,52.32,-78.55,11.58,5.8,54.0,8.1,0.12,2.02
8102,30.0,-3.295,17.0,30.004,-3.292,16.522,0.4782,-6.26,52.27,-78.46,11.58,5.8,54.0,8.1,0.12,2.02
8103,30.0,-3.283,17.0,29.99,-3.314,16.531,0.47,-6.31,52.32,-78.51,11.58,5.8,54.0,8.1,0.12,2.02
8104,30.0,-3.271,17.0,29.994,-3.28,16.531,0.4689,-6.24,52.32,-78.51,11.58,5.8,54.0,8.1,0.12,2.02
8105,30.0,-3.259,17.0,30.004,-3.269,16.448,0.5521,-6.22,52.19,-78.55,11.58,5.8,54.0,8.1,0.12,2.02
8106,30.0,-3.247,17.0,30.005,-3.211,16.471,0.53,-6.11,52.23,-78.55,11.58,5.8,54.0,8.1,0.12,2.02
8107,30.0,-3.235,17.0,30.004,-3.281,16.552,0.4504,-6.24,52.32,-78.44,11.58,5.8,54.0,8.1,0.12,2.02
8108,30.0,-3.223,17.0,30.017,-3.212,16.547,0.4532,-6.11,52.29,-78.42,11.58,5.8,54.0,8.1,0.12,2.02
8109,30.0,-3.211,17.0,30.007,-3.235,16.497,0.504,-6.15,52.25,-78.51,11.58,5.8,54.0,8.1,0.12,2.02
8110,30.0,-3.199,17.0,30.015,-3.166,16.515,0.4863,-6.02,52.27,-78.49,11.58,5.8,54.0,8.1,0.12,2.02
8111,30.0,-3.187,17.0,30.018,-3.236,16.469,0.5338,-6.15,52.19,-78.49,11.57,5.8,54.0,8.1,0.12,2.02
8112,30.0,-3.175,17.0,30.004,-3.13,16.554,0.4479,-5.95,52.36,-78.51,11.57,5.8,54.0,8.1,0.12,2.02
8113,30.0,-3.163,17.0,29.994,-3.152,16.522,0.4779,-6.0,52.34,-78.57,11.57,5.8,54.0,8.1,0.12,2.02
8114,30.0,-3.151,17.0,29.998,-3.164,16.499,0.501,-6.02,52.29,-78.57,11.57,5.8,54.0,8.1,0.12,2.02
8115,30.0,-3.139,17.0,30.009,-3.13,16.513,0.4872,-5.95,52.29,-78.53,11.57,5.8,54.0,8.1,0.12,2.02
8116,30.0,-3.127,17.0,30.002,-3.176,16.543,0.4596,-6.04,52.34,-78.51,11.57,5.8,54.0,8.1,0.12,2.02
8117,30.0,-3.115,17.0,30.006,-3.095,16.499,0.5012,-5.89,52.29,-78.57,11.57,5.8,54.0,8.1,0.12,2.02
8118,30.0,-3.103,17.0,29.99,-3.105,16.624,0.3762,-5.91,52.49,-78.51,11.57,5.8,54.0,8.1,0.12,2.02
8119,30.0,-3.091,17.0,29.978,-3.104,16.53,0.4712,-5.91,52.4,-78.66,11.57,5.8,54.0,8.1,0.12,2.02
8120,30.0,-3.079,17.0,30.002,-3.06,16.486,0.5149,-5.82,52.29,-78.62,11.57,5.8,54.0,8.1,0.12,2.02
8121,30.0,-3.067,17.0,30.005,-3.048,16.522,0.478,-5.8,52.34,-78.57,11.57,5.8,54.0,8.1,0.12,2.02
8122,30.0,-3.055,17.0,29.998,-3.036,16.539,0.4617,-5.78,52.38,-78.6,11.57,5.8,54.0,8.1,0.12,2.02
8123,30.0,-3.043,17.0,29.989,-3.035,16.555,0.4453,-5.78,52.43,-78.62,11.57,5.8,54.0,8.1,0.12,2.02
8124,30.0,-3.031,17.0,30.001,-3.059,16.516,0.4853,-5.82,52.34,-78.6,11.57,5.8,54.0,8.1,0.12,2.02
8125,30.0,-3.019,17.0,30.016,-2.968,16.511,0.492,-5.65,52.32,-78.57,11.57,5.8,54.0,8.1,0.12,2.02
8126,30.0,-3.007,17.0,30.0,-3.001,16.502,0.4982,-5.71,52.34,-78.64,11.57,5.8,54.0,8.1,0.12,2.02
8127,30.0,-2.995,17.0,29.977,-2.987,16.521,0.48,-5.69,52.43,-78.73,11.57,5.8,54.0,8.1,0.12,2.02
8128,30.0,-2.983,17.0,29.994,-3.024,16.495,0.5067,-5.76,52.34,-78.66,11.57,5.8,54.0,8.1,0.12,2.02
8129,30.0,-2.971,17.0,30.015,-3.026,16.469,0.5337,-5.76,52.25,-78.6,11.57,5.8,54.0,8.1,0.12,2.02
8130,30.0,-2.959,17.0,29.972,-2.975,16.459,0.5425,-5.67,52.36,-78.82,11.57,5.8,54.0,8.1,0.12,2.02
8131,30.0,-2.947,17.0,29.986,-2.977,16.486,0.5151,-5.67,52.36,-78.73,11.56,5.8,54.0,8.1,0.12,2.02
8132,30.0,-2.935,17.0,29.995,-2.885,16.504,0.4981,-5.49,52.38,-78.71,11.56,5.8,54.0,8.1,0.12,2.02
8133,30.0,-2.923,17.0,30.032,-2.888,16.495,0.5075,-5.49,52.27,-78.55,11.56,5.8,54.0,8.1,0.12,2.02
8134,30.0,-2.911,17.0,29.982,-2.907,16.551,0.4497,-5.54,52.47,-78.71,11.56,5.8,54.0,8.1,0.12,2.02
8135,30.0,-2.899,17.0,29.984,-2.907,16.588,0.4128,-5.54,52.51,-78.66,11.56,5.8,54.0,8.1,0.12,2.02
8136,30.0,-2.887,17.0,29.966,-2.94,16.608,0.3966,-5.6,52.58,-78.71,11.56,5.8,54.0,8.1,0.12,2.02
8137,30.0,-2.875,17.0,29.985,-2.86,16.429,0.5717,-5.45,52.32,-78.84,11.56,5.8,54.0,8.1,0.12,2.02
8138,30.0,-2.863,17.0,30.006,-2.886,16.544,0.457,-5.49,52.4,-78.62,11.56,5.8,54.0,8.1,0.12,2.02
8139,30.0,-2.851,17.0,30.002,-2.827,16.541,0.4592,-5.38,52.43,-78.66,11.56,5.8,54.0,8.1,0.12,2.02
8140,30.0,-2.839,17.0,29.984,-2.837,16.507,0.4932,-5.41,52.43,-78.77,11.56,5.8,54.0,8.1,0.12,2.02
8141,30.0,-2.827,17.0,30.0,-2.815,16.535,0.4656,-5.36,52.43,-78.68,11.56,5.8,54.0,8.1,0.12,2.02
8142,30.0,-2.815,17.0,30.011,-2.805,16.537,0.4635,-5.34,52.4,-78.64,11.56,5.8,54.0,8.1,0.12,2.02
8143,30.0,-2.803,17.0,30.02,-2.771,16.532,0.4694,-5.27,52.38,-78.62,11.56,5.8,54.0,8.1,0.12,2.02
8144,30.0,-2.791,17.0,30.012,-2.77,16.567,0.4339,-5.27,52.45,-78.62,11.56,5.8,54.0,8.1,0.12,2.02
8145,30.0,-2.779,17.0,30.005,-2.746,16.583,0.4183,-5.23,52.49,-78.64,11.56,5.8,54.0,8.1,0.12,2.02
8146,30.0,-2.767,17.0,30.006,-2.804,16.512,0.49,-5.34,52.38,-78.68,11.56,5.8,54.0,8.1,0.12,2.02
8147,30.0,-2.755,17.0,29.997,-2.757,16.569,0.4307,-5.25,52.49,-78.68,11.56,5.8,54.0,8.1,0.12,2.02
8148,30.0,-2.743,17.0,30.018,-2.747,16.507,0.4935,-5.23,52.36,-78.66,11.56,5.8,54.0,8.1,0.12,2.02
8149,30.0,-2.731,17.0,30.003,-2.688,16.551,0.4511,-5.12,52.47,-78.71,11.56,5.8,54.0,8.1,0.12,2.02
8150,30.0,-2.719,17.0,29.981,-2.767,16.59,0.413,-5.27,52.56,-78.73,11.56,5.8,54.0,8.1,0.12,2.02
8151,30.0,-2.707,17.0,29.996,-2.78,16.503,0.5029,-5.3,52.4,-78.75,11.56,5.8,54.0,8.1,0.12,2.02
8152,30.0,-2.695,17.0,30.002,-2.723,16.521,0.4799,-5.19,52.43,-78.73,11.56,5.8,54.0,8.1,0.12,2.02
8153,30.0,-2.683,17.0,30.002,-2.676,16.514,0.4859,-5.1,52.43,-78.75,11.55,5.8,54.0,8.1,0.12,2.02
8154,30.0,-2.671,17.0,29.993,-2.664,16.475,0.525,-5.08,52.4,-78.84,11.55,5.8,54.0,8.1,0.12,2.02
8155,30.0,-2.659,17.0,30.005,-2.7,16.539,0.4624,-5.14,52.45,-78.71,11.55,5.8,54.0,8.1,0.12,2.02
8156,30.0,-2.647,17.0,29.99,-2.641,16.45,0.5503,-5.03,52.38,-78.88,11.55,5.8,54.0,8.1,0.12,2.02
8157,30.0,-2.635,17.0,29.999,-2.595,16.475,0.5264,-4.94,52.4,-78.84,11.55,5.8,54.0,8.1,0.12,2.02
8158,30.0,-2.623,17.0,30.025,-2.655,16.555,0.4464,-5.05,52.43,-78.62,11.55,5.8,54.0,8.1,0.12,2.02
8159,30.0,-2.611,17.0,30.011,-2.619,16.521,0.4791,-4.99,52.43,-78.73,11.55,5.8,54.0,8.1,0.12,2.02
8160,30.0,-2.599,17.0,30.009,-2.573,16.526,0.4751,-4.9,52.45,-78.75,11.55,5.8,54.0,8.1,0.12,2.02
8161,30.0,-2.587,17.0,29.972,-2.639,16.531,0.473,-5.03,52.54,-78.88,11.55,5.8,54.0,8.1,0.12,2.02
8162,30.0,-2.575,17.0,29.975,-2.604,16.464,0.5374,-4.97,52.45,-78.95,11.55,5.8,54.0,8.1,0.12,2.02
8163,30.0,-2.563,17.0,30.007,-2.607,16.477,0.5245,-4.97,52.38,-78.79,11.55,5.8,54.0,8.1,0.12,2.02
8164,30.0,-2.551,17.0,29.998,-2.514,16.528,0.4732,-4.79,52.49,-78.82,11.55,5.8,54.0,8.1,0.12,2.02
8165,30.0,-2.539,17.0,29.997,-2.56,16.45,0.5505,-4.88,52.38,-78.88,11.55,5.8,54.0,8.1,0.12,2.02
8166,30.0,-2.527,17.0,29.999,-2.549,16.468,0.5321,-4.86,52.4,-78.86,11.55,5.8,54.0,8.1,0.12,2.02
8167,30.0,-2.515,17.0,30.001,-2.468,16.491,0.5107,-4.7,52.45,-78.86,11.55,5.8,54.0,8.1,0.12,2.02
8168,30.0,-2.503,17.0,30.005,-2.48,16.468,0.5321,-4.72,52.4,-78.86,11.55,5.8,54.0,8.1,0.12,2.02
8169,30.0,-2.491,17.0,29.997,-2.548,16.48,0.5232,-4.86,52.43,-78.86,11.55,5.8,54.0,8.1,0.12,2.02
8170,30.0,-2.479,17.0,30.011,-2.515,16.537,0.4641,-4.79,52.47,-78.75,11.55,5.8,54.0,8.1,0.12,2.02
8171,30.0,-2.467,17.0,30.006,-2.48,16.487,0.5133,-4.72,52.43,-78.84,11.55,5.8,54.0,8.1,0.12,2.02
8172,30.0,-2.455,17.0,30.022,-2.458,16.448,0.5529,-4.68,52.34,-78.82,11.55,5.8,54.0,8.1,0.12,2.02
8173,30.0,-2.443,17.0,30.014,-2.446,16.464,0.5364,-4.66,52.38,-78.84,11.55,5.8,54.0,8.1,0.12,2.02
8174,30.0,-2.431,17.0,30.005,-2.387,16.522,0.4805,-4.55,52.49,-78.84,11.55,5.8,54.0,8.1,0.12,2.02
8175,30.0,-2.419,17.0,29.994,-2.363,16.598,0.4062,-4.5,52.62,-78.82,11.55,5.8,54.0,8.1,0.12,2.02
8176,30.0,-2.407,17.0,30.005,-2.41,16.492,0.5084,-4.59,52.45,-78.86,11.55,5.8,54.0,8.1,0.12,2.02
8177,30.0,-2.395,17.0,29.977,-2.408,16.57,0.4306,-4.59,52.62,-78.9,11.54,5.8,54.0,8.1,0.12,2.02
8178,30.0,-2.383,17.0,29.999,-2.398,16.545,0.4556,-4.57,52.54,-78.84,11.54,5.8,54.0,8.1,0.12,2.02
8179,30.0,-2.371,17.0,30.011,-2.399,16.535,0.4657,-4.57,52.49,-78.79,11.54,5.8,54.0,8.1,0.12,2.02
8180,30.0,-2.359,17.0,30.001,-2.375,16.63,0.3704,-4.53,52.65,-78.75,11.54,5.8,54.0,8.1,0.12,2.02
8181,30.0,-2.347,17.0,30.018,-2.365,16.561,0.4401,-4.5,52.51,-78.75,11.54,5.8,54.0,8.1,0.12,2.02
8182,30.0,-2.335,17.0,30.011,-2.272,16.6,0.4051,-4.33,52.6,-78.77,11.54,5.8,54.0,8.1,0.12,2.02
8183,30.0,-2.323,17.0,30.004,-2.259,16.549,0.455,-4.31,52.56,-78.86,11.54,5.8,54.0,8.1,0.12,2.02
8184,30.0,-2.311,17.0,30.006,-2.306,16.545,0.4553,-4.39,52.54,-78.84,11.54,5.8,54.0,8.1,0.12,2.02
8185,30.0,-2.299,17.0,30.0,-2.317,16.568,0.4326,-4.42,52.58,-78.84,11.54,5.8,54.0,8.1,0.12,2.02
8186,30.0,-2.287,17.0,30.003,-2.248,16.513,0.489,-4.28,52.51,-78.9,11.54,5.8,54.0,8.1,0.12,2.02
8187,30.0,-2.275,17.0,30.027,-2.273,16.531,0.47,-4.33,52.47,-78.77,11.54,5.8,54.0,8.1,0.12,2.02
8188,30.0,-2.263,17.0,29.982,-2.223,16.568,0.4341,-4.24,52.65,-78.95,11.54,5.8,54.0,8.1,0.12,2.02
8189,30.0,-2.251,17.0,29.982,-2.223,16.568,0.4332,-4.24,52.65,-78.95,11.54,5.8,54.0,8.1,0.12,2.02
8190,30.0,-2.239,17.0,30.009,-2.225,16.538,0.4624,-4.24,52.54,-78.86,11.54,5.8,54.0,8.1,0.12,2.02
8191,30.0,-2.227,17.0,30.011,-2.225,16.508,0.4921,-4.24,52.49,-78.88,11.54,5.8,54.0,8.1,0.12,2.02
8192,30.0,-2.215,17.0,29.976,-2.211,16.469,0.5313,-4.22,52.54,-79.08,11.54,5.8,54.0,8.1,0.12,2.02
8193,30.0,-2.203,17.0,29.993,-2.178,16.515,0.4856,-4.15,52.56,-78.97,11.54,5.8,54.0,8.1,0.12,2.02
8194,30.0,-2.191,17.0,29.982,-2.154,16.524,0.4773,-4.11,52.6,-79.01,11.54,5.8,54.0,8.1,0.12,2.02
8195,30.0,-2.179,17.0,29.997,-2.178,16.474,0.5263,-4.15,52.49,-78.99,11.54,5.8,54.0,8.1,0.12,2.02
8196,30.0,-2.167,17.0,30.004,-2.179,16.487,0.5127,-4.15,52.49,-78.95,11.54,5.8,54.0,8.1,0.12,2.02
8197,30.0,-2.155,17.0,29.996,-2.143,16.534,0.4666,-4.09,52.58,-78.95,11.54,5.8,54.0,8.1,0.12,2.02
8198,30.0,-2.143,17.0,30.002,-2.178,16.517,0.4839,-4.15,52.54,-78.93,11.54,5.8,54.0,8.1,0.12,2.02
8199,30.0,-2.131,17.0,29.999,-2.132,16.607,0.3928,-4.06,52.67,-78.86,11.54,5.8,54.0,8.1,0.12,2.02
8200,30.0,-2.119,17.0,30.007,-2.098,16.566,0.4348,-4.0,52.6,-78.88,11.54,5.8,54.0,8.1,0.12,2.02
8201,30.0,-2.107,17.0,30.023,-2.064,16.527,0.4759,-3.93,52.51,-78.86,11.54,5.8,54.0,8.1,0.12,2.02
8202,30.0,-2.095,17.0,30.008,-2.052,16.596,0.4066,-3.91,52.65,-78.86,11.54,5.8,54.0,8.1,0.12,2.02
8203,30.0,-2.083,17.0,29.982,-2.096,16.584,0.4162,-4.0,52.69,-78.97,11.54,5.8,54.0,8.1,0.12,2.02
8204,30.0,-2.071,17.0,29.988,-2.085,16.561,0.439,-3.98,52.65,-78.97,11.53,5.8,54.0,8.1,0.12,2.02
8205,30.0,-2.059,17.0,29.985,-2.05,16.566,0.4343,-3.91,52.67,-78.99,11.53,5.8,54.0,8.1,0.12,2.02
